student_id,attendance,study_hours,assignment_completion,internal_marks,previous_gpa,participation_score,sleep_hours,internet_access,family_support,extra_curricular,risk_category,pass_status
STU-0344,64,0.5,48,58,10.0,66,6.0,1,1,1,Low Risk,1
STU-0345,65,0.9,56,44,7.15,92,6.7,0,1,1,Medium Risk,0
STU-0346,79,1.3,75,72,9.05,59,6.8,1,1,1,Low Risk,1
STU-0347,46,1.9,39,54,10.0,38,4.8,1,0,1,High Risk,0
STU-0348,46,0.5,60,78,8.2,54,8.7,1,0,0,Medium Risk,0
STU-0349,60,0.5,77,43,7.1,21,6.8,1,1,0,Medium Risk,0
STU-0350,70,1.0,61,99,8.44,31,7.1,1,1,1,Low Risk,1
STU-0351,81,10.7,67,47,6.27,84,7.6,1,1,1,Low Risk,1
STU-0352,100,1.2,56,69,10.0,81,5.8,1,1,1,Low Risk,1
STU-0353,92,2.0,32,80,7.36,69,7.7,1,1,1,Low Risk,1
STU-0354,71,0.7,78,53,6.45,16,6.4,1,1,0,Low Risk,1
STU-0355,74,2.8,100,82,5.33,51,5.7,1,0,0,Low Risk,1
STU-0356,54,1.0,70,40,9.19,29,7.9,1,0,1,Medium Risk,0
STU-0357,74,0.7,75,94,8.73,89,9.2,1,1,0,Low Risk,1
STU-0358,69,2.2,87,65,6.01,45,8.1,1,1,1,Low Risk,1
STU-0359,81,0.5,38,53,8.15,32,8.4,1,1,0,Medium Risk,0
STU-0360,58,0.5,100,59,3.98,60,6.2,0,1,1,Medium Risk,0
STU-0361,85,0.7,75,81,7.37,43,4.6,1,1,1,Low Risk,1
STU-0362,100,0.5,100,53,7.91,97,9.2,1,1,1,Low Risk,1
STU-0363,72,0.5,51,50,10.0,41,10.1,1,1,0,Low Risk,1
STU-0364,83,1.2,100,60,5.46,25,9.3,1,1,1,Low Risk,1
STU-0365,88,4.9,89,41,4.44,6,6.5,1,1,1,Medium Risk,0
STU-0366,66,2.5,83,100,5.21,59,5.3,1,1,1,Low Risk,1
STU-0367,79,2.2,75,53,4.33,45,5.4,1,0,0,Medium Risk,0
STU-0368,75,1.0,63,81,9.67,24,4.5,1,1,0,Medium Risk,0
STU-0369,76,8.1,100,69,10.0,89,6.8,1,1,0,Low Risk,1
STU-0370,59,1.5,73,45,7.64,76,9.4,0,1,0,Medium Risk,0
STU-0371,75,0.5,20,64,9.44,59,6.8,1,1,1,Low Risk,1
STU-0372,84,2.9,42,80,7.27,94,7.5,0,1,1,Medium Risk,0
STU-0373,100,0.5,65,61,6.81,76,9.1,1,0,0,Low Risk,1
STU-0374,94,1.3,77,88,6.33,39,6.4,1,1,0,Low Risk,1
STU-0375,100,2.1,68,85,6.38,34,10.1,1,0,0,Medium Risk,0
STU-0376,59,6.2,100,83,3.9,80,10.0,1,0,1,Medium Risk,0
STU-0377,92,2.0,21,55,7.53,69,6.8,1,1,1,Low Risk,1
STU-0378,78,3.6,73,43,6.92,64,6.1,0,1,1,Low Risk,1
STU-0379,100,12.0,24,52,8.49,38,8.0,1,1,0,Medium Risk,0
STU-0380,58,0.5,88,68,7.19,75,6.5,1,1,1,Low Risk,1
STU-0381,58,1.0,67,75,6.67,41,5.3,1,1,0,Medium Risk,0
STU-0382,63,1.5,80,21,5.26,57,8.9,1,0,0,Medium Risk,0
STU-0383,32,1.6,48,64,7.14,96,8.8,1,0,1,Medium Risk,0
STU-0384,64,1.6,100,68,8.48,43,7.2,1,1,1,Low Risk,1
STU-0385,59,7.1,96,59,4.71,20,5.1,1,0,0,Medium Risk,0
STU-0386,78,3.8,84,90,7.17,33,5.2,1,1,0,Low Risk,1
STU-0387,81,2.8,66,73,7.47,84,7.2,1,1,0,Low Risk,1
STU-0388,100,1.1,84,91,5.56,66,6.3,1,1,0,Low Risk,1
STU-0389,94,5.2,52,60,5.82,56,6.5,1,0,1,Low Risk,1
STU-0390,63,9.3,91,83,7.46,47,8.5,1,1,1,Low Risk,1
STU-0391,57,5.2,100,97,4.73,72,8.1,1,1,0,Medium Risk,0
STU-0392,84,0.5,96,91,7.7,38,9.1,1,0,0,Medium Risk,0
STU-0393,48,3.0,51,43,5.21,67,5.5,1,1,0,Medium Risk,0
STU-0394,100,0.5,79,59,9.13,41,6.5,0,1,1,Low Risk,1
STU-0395,98,0.9,37,58,10.0,37,8.1,1,1,0,Medium Risk,0
STU-0396,65,0.5,84,74,5.28,44,7.7,1,1,1,Low Risk,1
STU-0397,40,2.8,81,78,8.07,50,9.3,1,0,0,Medium Risk,0
STU-0398,100,3.5,23,48,5.55,58,7.6,1,1,1,Medium Risk,0
STU-0399,72,0.5,40,66,9.08,65,9.8,1,1,1,Low Risk,1
STU-0400,99,1.5,62,24,4.47,0,7.8,1,0,1,Medium Risk,0
STU-0401,43,1.8,62,93,7.96,39,8.6,1,1,1,Medium Risk,0
STU-0402,63,1.4,39,54,5.25,50,6.5,1,0,1,Medium Risk,0
STU-0403,75,0.5,79,66,6.59,97,7.0,1,1,1,Low Risk,1
STU-0404,75,1.6,76,58,4.94,32,8.4,0,0,0,Medium Risk,0
STU-0405,65,4.2,65,87,8.64,64,9.4,1,1,0,Low Risk,1
STU-0406,87,0.5,51,8,5.33,97,8.1,1,1,0,Medium Risk,0
STU-0407,53,0.5,96,64,8.1,27,6.9,1,1,1,Medium Risk,0
STU-0408,72,1.3,100,62,6.31,69,9.1,1,1,1,Low Risk,1
STU-0409,77,8.5,57,55,6.77,39,3.7,1,1,0,Low Risk,1
STU-0410,85,3.3,54,99,7.3,47,4.9,1,1,1,Low Risk,1
STU-0411,89,3.4,82,47,5.48,39,8.0,1,1,1,Low Risk,1
STU-0412,52,1.3,61,80,7.42,41,7.0,1,1,1,Low Risk,1
STU-0413,44,2.7,66,72,10.0,100,7.9,1,1,1,Low Risk,1
STU-0414,100,0.5,88,90,5.44,81,7.1,1,1,1,Low Risk,1
STU-0415,81,3.0,22,51,9.34,87,7.9,1,1,0,Low Risk,1
STU-0416,60,7.3,100,50,10.0,72,5.8,1,1,0,Low Risk,1
STU-0417,100,2.8,71,86,5.37,19,7.9,1,0,1,Low Risk,1
STU-0418,77,6.2,59,73,4.09,69,8.5,1,1,0,Low Risk,1
STU-0419,98,3.9,67,34,7.6,86,8.8,1,0,0,Low Risk,1
STU-0420,76,0.5,69,54,5.91,38,10.0,0,1,1,Low Risk,1
STU-0421,100,7.0,26,72,10.0,84,7.4,1,0,1,Low Risk,1
STU-0422,100,0.5,100,81,7.07,77,7.4,1,1,1,Low Risk,1
STU-0423,70,2.3,71,51,5.4,100,4.7,1,1,0,Low Risk,1
STU-0424,94,0.5,81,6,4.71,49,6.2,1,1,1,Medium Risk,0
STU-0425,87,0.5,93,75,9.18,32,6.7,1,1,0,Low Risk,1
STU-0426,100,1.6,44,40,5.86,50,8.6,1,1,0,Medium Risk,0
STU-0427,55,1.0,81,24,7.09,95,6.1,1,1,1,Medium Risk,0
STU-0428,88,2.0,63,8,8.91,14,8.2,1,1,0,Medium Risk,0
STU-0429,96,2.6,91,81,6.03,8,7.0,1,1,0,Low Risk,1
STU-0430,39,0.5,16,67,6.91,62,6.7,1,1,1,Medium Risk,0
STU-0431,51,0.5,67,60,6.97,48,7.4,1,1,0,Medium Risk,0
STU-0432,34,2.5,54,92,8.37,60,6.4,1,0,1,Medium Risk,0
STU-0433,69,1.3,80,77,8.18,83,6.4,0,1,1,Low Risk,1
STU-0434,89,3.9,81,97,6.56,46,4.4,1,1,1,Low Risk,1
STU-0435,100,3.2,52,37,7.13,13,6.6,0,1,0,Medium Risk,0
STU-0436,76,5.6,52,64,6.26,100,6.3,1,1,1,Low Risk,1
STU-0437,100,3.5,67,32,4.04,35,6.2,1,1,0,Medium Risk,0
STU-0438,47,1.7,47,60,7.52,33,7.6,1,1,1,Medium Risk,0
STU-0439,40,3.4,91,60,10.0,87,8.0,1,0,0,Low Risk,1
STU-0440,73,1.0,60,77,5.23,50,7.3,1,1,0,Low Risk,1
STU-0441,82,1.1,0,65,5.45,58,8.5,1,0,1,Medium Risk,0
STU-0442,74,4.7,60,77,5.26,72,7.9,1,1,0,Low Risk,1
STU-0443,33,1.8,44,79,8.45,87,6.6,1,1,0,Medium Risk,0
STU-0444,73,4.8,29,100,7.9,51,6.3,1,0,0,Low Risk,1
STU-0445,48,5.2,39,58,6.68,97,7.5,1,1,1,Medium Risk,0
STU-0446,88,5.8,72,46,5.16,6,7.9,1,1,0,Medium Risk,0
STU-0447,82,7.5,100,69,7.18,78,9.1,1,0,0,Low Risk,1
STU-0448,56,1.7,77,48,3.87,39,8.8,1,1,0,High Risk,0
STU-0449,64,1.2,54,94,7.29,94,6.2,1,0,1,Low Risk,1
STU-0450,53,2.6,81,59,8.74,63,6.8,1,1,1,Low Risk,1
STU-0451,73,1.4,58,53,4.5,43,8.0,0,1,0,Medium Risk,0
STU-0452,94,2.8,52,55,3.93,76,8.6,1,1,0,Low Risk,1
STU-0453,55,3.7,41,79,10.0,82,8.4,1,1,0,Medium Risk,0
STU-0454,85,3.5,26,61,5.78,76,6.9,1,1,0,Low Risk,1
STU-0455,64,1.4,60,52,9.27,34,5.1,1,0,0,Medium Risk,0
STU-0456,59,0.5,73,98,6.69,47,5.5,1,1,1,Low Risk,1
STU-0457,72,1.7,67,47,6.68,59,7.4,1,1,1,Low Risk,1
STU-0458,54,0.5,59,65,7.88,58,7.5,1,0,1,Medium Risk,0
STU-0459,63,6.6,46,78,5.23,78,5.4,0,1,0,Low Risk,1
STU-0460,51,1.3,85,32,7.26,9,7.1,1,0,1,Medium Risk,0
STU-0461,100,0.5,37,74,6.24,68,7.9,1,1,1,Low Risk,1
STU-0462,75,0.5,89,43,4.36,52,5.3,1,1,1,Medium Risk,0
STU-0463,61,3.1,44,81,7.67,39,8.7,1,1,1,Low Risk,1
STU-0464,79,3.0,51,45,6.47,41,6.4,1,1,0,Low Risk,1
STU-0465,72,1.2,33,78,6.69,54,8.9,1,1,0,Medium Risk,0
STU-0466,70,0.5,57,87,4.58,0,6.2,1,0,1,Medium Risk,0
STU-0467,87,1.6,94,82,10.0,42,5.5,1,1,0,Low Risk,1
STU-0468,90,1.1,82,70,8.75,38,6.3,1,1,0,Low Risk,1
STU-0469,64,3.4,94,60,8.93,73,6.9,0,1,0,Low Risk,1
STU-0470,63,2.8,83,53,6.39,39,6.4,1,1,0,Low Risk,1
STU-0471,69,1.4,42,94,3.54,54,6.7,1,0,1,Medium Risk,0
STU-0472,28,0.7,61,51,10.0,98,7.5,1,1,0,Medium Risk,0
STU-0473,44,12.0,50,44,6.88,84,6.7,0,0,0,Medium Risk,0
STU-0474,100,1.8,100,78,5.5,82,6.9,1,0,1,Low Risk,1
STU-0475,100,3.5,40,49,7.83,47,4.4,1,1,1,Medium Risk,0
STU-0476,70,0.5,92,45,9.33,73,7.6,1,0,1,Medium Risk,0
STU-0477,86,2.0,92,36,6.95,54,6.9,0,0,0,Medium Risk,0
STU-0478,81,0.5,100,55,9.56,55,9.4,0,1,1,Low Risk,1
STU-0479,100,2.1,59,63,9.17,70,5.6,1,0,1,Low Risk,1
STU-0480,97,10.0,87,69,4.85,45,4.3,1,0,1,Low Risk,1
STU-0481,72,1.5,100,84,5.65,97,7.9,1,0,0,Low Risk,1
STU-0482,55,0.5,54,75,8.92,55,7.5,1,0,1,Medium Risk,0
STU-0483,42,0.5,31,61,1.57,75,5.5,1,1,1,Medium Risk,0
STU-0484,79,1.5,22,61,6.7,96,4.7,1,1,1,Medium Risk,0
STU-0485,59,0.5,87,75,4.14,85,9.3,1,1,0,Medium Risk,0
STU-0486,46,0.5,22,90,6.05,24,9.1,1,1,0,Medium Risk,0
STU-0487,62,4.2,60,67,6.4,71,3.3,1,0,1,Low Risk,1
STU-0488,53,1.8,80,55,6.28,81,6.3,1,0,1,Medium Risk,0
STU-0489,100,1.0,74,45,5.9,82,9.5,0,0,0,Medium Risk,0
STU-0490,92,6.9,80,36,4.81,32,6.3,1,1,1,Medium Risk,0
STU-0491,74,0.5,75,78,10.0,43,6.3,0,1,1,Low Risk,1
STU-0492,100,9.4,100,76,10.0,84,6.6,0,1,1,Low Risk,1
STU-0493,76,1.1,46,76,4.68,40,5.3,1,1,1,Medium Risk,0
STU-0494,57,6.6,53,62,10.0,52,4.4,1,0,0,Medium Risk,0
STU-0495,100,2.8,50,93,6.2,99,8.6,0,1,1,Low Risk,1
STU-0496,85,5.3,90,55,7.26,58,4.2,1,1,1,Low Risk,1
STU-0497,54,12.0,92,84,6.87,41,7.4,1,1,1,Low Risk,1
STU-0498,71,1.0,81,64,5.68,38,8.3,1,1,0,Low Risk,1
STU-0499,57,9.7,99,52,8.97,68,4.8,1,1,1,Low Risk,1
STU-0500,47,1.5,40,76,7.25,26,5.6,1,1,0,Medium Risk,0
STU-0501,93,1.5,100,73,6.05,53,8.8,1,1,0,Low Risk,1
STU-0502,100,1.2,100,72,4.39,68,7.8,1,1,1,Low Risk,1
STU-0503,47,2.3,88,66,5.21,92,6.1,1,1,1,Low Risk,1
STU-0504,86,0.5,100,64,3.72,76,8.8,1,0,1,Low Risk,1
STU-0505,61,2.4,28,100,7.02,42,8.8,1,1,0,Medium Risk,0
STU-0506,65,2.3,56,88,4.61,89,7.4,1,1,1,Low Risk,1
STU-0507,63,4.3,51,79,6.47,52,5.6,1,0,0,Low Risk,1
STU-0508,57,5.4,88,67,9.74,29,6.4,1,1,1,Low Risk,1
STU-0509,75,1.7,43,85,9.4,55,7.4,0,0,0,Medium Risk,0
STU-0510,58,1.1,88,75,6.94,95,6.7,1,1,1,Low Risk,1
STU-0511,80,0.9,100,65,6.83,64,8.4,1,1,1,Low Risk,1
STU-0512,73,0.6,87,58,10.0,60,4.7,1,1,0,Low Risk,1
STU-0513,70,0.5,77,63,8.04,100,4.8,1,0,0,Low Risk,1
STU-0514,56,1.3,45,1,6.34,24,7.3,1,1,1,High Risk,0
STU-0515,63,0.9,48,69,4.15,27,6.3,1,1,1,Medium Risk,0
STU-0516,90,10.2,100,55,7.79,19,6.1,1,1,1,Low Risk,1
STU-0517,85,2.4,89,96,8.66,69,4.3,1,1,1,Low Risk,1
STU-0518,55,1.3,69,65,5.74,64,7.0,1,1,0,Medium Risk,0
STU-0519,76,2.6,59,41,7.58,98,6.9,1,1,0,Medium Risk,0
STU-0520,90,0.5,19,64,6.27,66,8.0,1,0,0,Medium Risk,0
STU-0521,41,1.8,43,44,6.63,49,7.1,1,0,0,High Risk,0
STU-0522,85,3.0,100,74,2.02,60,6.8,1,1,1,Low Risk,1
STU-0523,61,2.0,37,70,6.56,62,8.8,1,0,0,Medium Risk,0
STU-0524,86,1.5,74,84,8.94,18,5.0,1,1,1,Low Risk,1
STU-0525,59,12.0,95,49,5.74,100,7.8,1,0,1,Medium Risk,0
STU-0526,38,6.4,38,65,7.11,72,4.5,1,1,1,Medium Risk,0
STU-0527,42,2.9,74,37,5.49,65,5.7,1,1,1,Medium Risk,0
STU-0528,75,2.5,93,79,7.72,75,5.2,1,1,0,Low Risk,1
STU-0529,80,2.9,70,75,6.57,77,8.2,1,1,1,Low Risk,1
STU-0530,56,0.7,100,74,5.12,56,6.9,1,0,0,Medium Risk,0
STU-0531,87,1.5,28,65,9.67,44,7.0,1,1,0,Medium Risk,0
STU-0532,41,0.5,96,73,8.86,74,5.3,1,1,1,Low Risk,1
STU-0533,73,1.9,65,97,5.79,69,6.6,1,1,0,Low Risk,1
STU-0534,50,2.3,89,59,8.0,39,5.9,1,1,1,Medium Risk,0
STU-0535,61,0.8,81,67,8.07,95,7.6,0,1,1,Low Risk,1
STU-0536,75,10.0,51,43,8.28,67,5.5,0,1,1,Low Risk,1
STU-0537,57,7.2,75,47,3.61,78,9.0,1,1,0,Medium Risk,0
STU-0538,67,3.8,23,66,9.01,94,4.5,1,1,1,Low Risk,1
STU-0539,95,2.3,85,87,5.86,60,5.8,1,1,0,Low Risk,1
STU-0540,63,6.1,77,59,6.28,67,9.5,1,1,1,Low Risk,1
STU-0541,91,0.5,85,60,10.0,80,6.3,1,1,0,Low Risk,1
STU-0542,52,4.7,96,56,7.6,41,5.0,1,0,1,Low Risk,1
STU-0543,85,0.5,79,54,6.23,61,7.3,1,1,0,Low Risk,1
STU-0544,100,4.7,73,70,2.59,63,6.3,1,1,0,Low Risk,1
STU-0545,25,1.0,47,35,9.78,36,5.7,1,1,1,High Risk,0
STU-0546,59,6.3,52,90,4.31,100,5.4,1,1,0,Medium Risk,0
STU-0547,86,8.6,99,51,4.99,24,11.2,1,1,1,Low Risk,1
STU-0548,70,0.5,100,79,6.34,27,6.6,1,1,0,Low Risk,1
STU-0549,82,1.9,64,39,9.83,92,4.1,1,1,0,Medium Risk,0
STU-0550,62,11.9,71,78,8.55,77,9.2,1,1,1,Low Risk,1
STU-0551,76,2.0,47,78,6.68,34,7.9,1,0,0,Medium Risk,0
STU-0552,71,6.0,99,72,7.62,75,5.9,1,0,0,Low Risk,1
STU-0553,98,2.7,86,45,5.8,96,5.6,1,0,1,Medium Risk,0
STU-0554,80,1.4,100,69,7.28,59,8.0,0,1,0,Low Risk,1
STU-0555,81,1.0,48,41,7.15,100,6.6,0,1,0,Medium Risk,0
STU-0556,66,0.7,60,59,8.94,16,4.1,1,0,0,Medium Risk,0
STU-0557,65,4.3,75,85,8.93,77,9.7,1,1,0,Low Risk,1
STU-0558,66,1.5,86,80,7.99,89,6.3,1,1,1,Low Risk,1
STU-0559,82,2.1,64,65,6.28,82,9.2,1,0,0,Low Risk,1
STU-0560,66,2.0,48,45,8.48,54,8.9,0,1,1,Medium Risk,0
STU-0561,80,2.6,92,77,6.82,52,5.5,1,1,0,Low Risk,1
STU-0562,100,6.0,88,65,4.84,71,8.5,0,1,0,Low Risk,1
STU-0563,92,11.8,47,18,6.19,80,6.0,1,1,0,Medium Risk,0
STU-0564,68,1.6,100,80,7.17,75,4.2,1,1,1,Low Risk,1
STU-0565,99,5.3,99,64,8.82,86,6.4,1,1,1,Low Risk,1
STU-0566,66,4.3,73,89,6.63,34,7.6,1,1,1,Low Risk,1
STU-0567,34,2.6,71,43,4.58,54,6.3,1,1,1,Medium Risk,0
STU-0568,54,9.4,83,1,7.11,36,6.5,1,1,0,Medium Risk,0
STU-0569,37,0.7,48,70,7.23,50,8.7,1,1,0,Medium Risk,0
STU-0570,67,0.5,70,70,7.37,85,7.2,1,1,0,Low Risk,1
STU-0571,75,5.8,16,31,8.84,62,5.7,1,0,0,Medium Risk,0
STU-0572,100,1.7,91,45,9.04,100,8.1,1,1,0,Medium Risk,0
STU-0573,81,5.6,30,100,5.81,64,7.3,1,1,0,Low Risk,1
STU-0574,70,6.7,100,58,5.77,61,3.2,1,1,0,Low Risk,1
STU-0575,91,0.5,61,79,4.92,62,7.6,1,0,0,Medium Risk,0
STU-0576,30,6.4,64,51,8.4,44,7.6,0,0,0,Medium Risk,0
STU-0577,79,1.8,54,23,9.9,58,7.0,1,1,0,Medium Risk,0
STU-0578,90,2.1,62,61,6.37,88,8.3,1,0,1,Low Risk,1
STU-0579,45,3.0,100,59,6.52,62,6.0,1,1,0,Low Risk,1
STU-0580,97,7.8,7,57,9.93,40,7.5,1,1,1,Low Risk,1
STU-0581,81,0.5,100,62,8.01,36,4.6,1,1,1,Low Risk,1
STU-0582,66,1.9,78,70,7.87,48,7.6,0,0,0,Low Risk,1
STU-0583,87,3.5,39,61,4.62,61,9.9,0,0,0,Medium Risk,0
STU-0584,100,3.8,43,39,8.36,89,5.5,1,0,0,Medium Risk,0
STU-0585,78,3.5,100,74,5.14,26,5.9,1,0,1,Low Risk,1
STU-0586,79,0.5,46,26,4.73,52,5.9,1,1,0,Medium Risk,0
STU-0587,65,1.1,41,23,6.31,63,7.2,1,1,0,Medium Risk,0
STU-0588,58,1.3,98,79,5.83,14,5.4,1,0,0,Medium Risk,0
STU-0589,91,4.9,78,75,6.56,39,7.6,1,0,1,Low Risk,1
STU-0590,57,1.0,46,63,4.12,43,8.3,1,0,0,High Risk,0
STU-0591,76,0.7,75,37,8.92,40,7.8,1,1,1,Low Risk,1
STU-0592,65,9.5,44,50,9.26,64,4.3,1,1,1,Low Risk,1
STU-0593,84,0.5,97,59,3.11,55,8.5,0,1,1,Low Risk,1
STU-0594,81,12.0,96,33,8.96,46,8.4,1,1,1,Low Risk,1
STU-0595,95,3.4,83,50,5.38,70,8.2,1,1,1,Low Risk,1
STU-0596,64,5.3,79,78,8.71,100,7.6,1,1,1,Low Risk,1
STU-0597,69,1.0,100,93,6.86,100,7.3,1,0,1,Low Risk,1
STU-0598,55,0.5,69,56,7.06,11,8.5,1,1,0,Medium Risk,0
STU-0599,66,4.0,40,80,6.63,74,9.9,1,0,0,Low Risk,1
STU-0600,82,5.4,81,26,9.42,55,5.6,1,1,1,Low Risk,1
STU-0601,90,4.0,100,78,4.52,63,8.6,0,0,1,Low Risk,1
STU-0602,56,0.5,44,48,8.22,50,6.9,1,1,1,Medium Risk,0
STU-0603,92,4.2,60,71,9.2,62,6.8,1,0,1,Low Risk,1
STU-0604,100,4.4,80,60,8.43,63,4.7,1,1,1,Low Risk,1
STU-0605,83,3.2,68,91,10.0,45,6.6,1,1,0,Low Risk,1
STU-0606,100,4.4,45,47,5.94,37,5.5,1,1,1,Medium Risk,0
STU-0607,59,5.6,98,77,8.91,48,6.3,1,1,0,Low Risk,1
STU-0608,50,2.9,100,59,6.79,65,5.4,0,1,1,Medium Risk,0
STU-0609,39,0.5,74,61,9.47,74,6.3,1,1,1,Low Risk,1
STU-0610,100,2.0,47,61,6.98,81,6.4,1,1,1,Low Risk,1
STU-0611,88,0.5,31,48,6.22,47,7.1,1,0,0,Medium Risk,0
STU-0612,73,1.6,76,64,9.61,67,4.6,1,1,0,Low Risk,1
STU-0613,80,1.6,97,63,6.02,84,4.8,1,1,0,Low Risk,1
STU-0614,52,0.5,81,69,4.17,89,7.5,1,1,1,Medium Risk,0
STU-0615,100,1.3,69,66,5.97,58,5.8,1,1,1,Low Risk,1
STU-0616,77,0.5,55,80,8.24,54,8.6,1,1,0,Low Risk,1
STU-0617,77,5.0,42,83,9.78,64,7.3,1,1,1,Low Risk,1
STU-0618,89,8.9,90,43,7.22,31,7.9,1,1,1,Low Risk,1
STU-0619,84,0.5,92,82,9.64,55,9.1,1,1,0,Low Risk,1
STU-0620,79,9.3,31,41,4.28,78,6.5,1,0,1,Medium Risk,0
STU-0621,59,2.2,100,76,6.11,76,6.1,0,0,1,Medium Risk,0
STU-0622,84,1.1,84,77,6.42,53,8.3,1,1,1,Low Risk,1
STU-0623,100,0.5,100,26,6.77,65,7.8,1,1,1,Low Risk,1
STU-0624,100,2.1,36,66,7.17,39,6.7,1,1,1,Medium Risk,0
STU-0625,100,4.7,35,55,8.38,77,9.1,1,0,1,Low Risk,1
STU-0626,64,3.7,66,49,6.11,58,6.7,1,1,0,Low Risk,1
STU-0627,55,0.5,82,92,7.28,53,7.0,1,1,1,Low Risk,1
STU-0628,72,0.5,100,51,6.91,50,7.0,0,1,0,Low Risk,1
STU-0629,76,1.5,87,48,5.15,58,5.6,1,1,0,Medium Risk,0
STU-0630,96,1.0,63,66,6.77,48,7.1,1,1,0,Low Risk,1
STU-0631,41,0.8,44,78,6.71,76,9.1,1,0,0,Medium Risk,0
STU-0632,100,1.0,100,62,6.67,50,7.7,1,1,1,Low Risk,1
STU-0633,71,4.9,45,88,7.06,99,7.0,1,1,1,Low Risk,1
STU-0634,66,7.9,100,75,7.15,96,6.8,1,1,0,Low Risk,1
STU-0635,54,1.6,62,21,6.14,37,7.5,1,0,1,Medium Risk,0
STU-0636,41,7.1,100,54,9.55,61,8.1,1,1,1,Low Risk,1
STU-0637,91,1.2,86,53,4.66,43,7.9,0,0,1,Medium Risk,0
STU-0638,76,1.9,66,74,5.56,51,6.5,1,1,1,Low Risk,1
STU-0639,49,0.8,57,12,10.0,100,7.5,0,0,0,Medium Risk,0
STU-0640,49,3.1,61,100,4.92,52,7.7,1,0,1,Medium Risk,0
STU-0641,68,11.6,80,75,4.29,69,5.5,1,0,1,Low Risk,1
STU-0642,100,2.8,71,67,8.47,73,7.3,1,0,1,Low Risk,1
STU-0643,69,1.3,55,88,2.85,34,3.8,1,0,1,Medium Risk,0
STU-0644,44,3.1,65,100,6.53,38,7.7,1,1,1,Low Risk,1
STU-0645,70,0.5,71,82,10.0,29,8.0,1,0,1,Low Risk,1
STU-0646,69,6.6,16,83,3.91,37,8.1,1,1,1,Medium Risk,0
STU-0647,21,2.1,81,67,3.04,0,6.4,1,0,1,Medium Risk,0
STU-0648,73,1.8,45,62,4.0,73,7.5,1,1,0,Medium Risk,0
STU-0649,70,2.6,41,55,8.8,100,9.1,0,1,0,Medium Risk,0
STU-0650,88,2.9,27,48,9.25,63,9.1,0,0,0,Medium Risk,0
STU-0651,100,0.5,25,51,5.97,24,7.0,1,1,1,Medium Risk,0
STU-0652,97,3.4,36,37,8.37,43,7.2,1,0,1,Medium Risk,0
STU-0653,69,0.8,52,63,9.78,48,8.7,1,1,0,Low Risk,1
STU-0654,52,3.8,100,31,10.0,34,4.7,1,1,1,Medium Risk,0
STU-0655,100,5.2,56,68,6.51,81,6.5,1,0,1,Low Risk,1
STU-0656,76,4.9,74,64,2.4,80,9.0,1,1,1,Low Risk,1
STU-0657,75,2.4,80,67,5.36,31,8.5,1,0,0,Medium Risk,0
STU-0658,74,2.2,73,54,6.15,78,7.6,1,1,1,Low Risk,1
STU-0659,78,0.5,68,100,6.48,98,4.7,1,1,1,Low Risk,1
STU-0660,72,4.5,40,92,6.62,100,6.9,0,1,1,Low Risk,1
STU-0661,63,0.9,100,40,9.24,100,6.1,1,1,1,Low Risk,1
STU-0662,64,2.1,100,69,9.55,37,7.5,1,0,1,Low Risk,1
STU-0663,74,1.0,27,52,6.66,100,5.8,1,0,0,Medium Risk,0
STU-0664,64,0.5,44,44,9.2,51,5.5,0,0,1,Medium Risk,0
STU-0665,60,3.0,63,38,7.72,45,3.9,1,1,0,Low Risk,1
STU-0666,77,0.5,45,73,7.13,68,8.8,1,0,0,Medium Risk,0
STU-0667,69,4.1,82,51,8.81,45,6.4,0,1,0,Low Risk,1
STU-0668,100,1.1,51,84,7.14,69,7.2,1,1,0,Low Risk,1
STU-0669,21,0.5,100,84,10.0,26,7.0,1,0,0,Medium Risk,0
STU-0670,96,2.1,99,92,4.12,54,5.4,1,1,1,Low Risk,1
STU-0671,99,0.5,75,47,5.97,92,5.1,1,1,1,Low Risk,1
STU-0672,33,1.0,95,74,6.75,58,5.5,1,1,0,Medium Risk,0
STU-0673,68,3.7,97,77,7.88,63,5.9,1,1,1,Low Risk,1
STU-0674,67,0.5,55,55,9.54,71,7.5,1,1,0,Low Risk,1
STU-0675,46,5.5,49,49,6.95,89,5.8,1,1,0,Medium Risk,0
STU-0676,59,0.5,71,97,4.16,18,9.6,1,1,1,Medium Risk,0
STU-0677,52,0.9,91,69,8.69,74,8.5,0,1,1,Medium Risk,0
STU-0678,100,4.1,73,77,8.51,53,8.2,1,0,1,Low Risk,1
STU-0679,93,1.1,30,48,3.12,64,6.8,1,1,0,Medium Risk,0
STU-0680,100,0.5,49,40,6.99,86,9.3,1,0,1,Medium Risk,0
STU-0681,89,1.3,68,53,3.82,30,6.7,1,0,1,Medium Risk,0
STU-0682,52,0.9,68,62,5.67,34,7.0,1,1,1,Medium Risk,0
STU-0683,64,5.5,100,43,5.19,11,7.3,0,1,0,Medium Risk,0
STU-0684,84,1.1,35,64,8.62,46,8.1,0,1,1,Medium Risk,0
STU-0685,50,4.7,82,31,7.23,93,8.0,1,0,1,Medium Risk,0
STU-0686,89,6.7,100,42,4.43,56,6.3,1,1,1,Low Risk,1
STU-0687,70,1.7,100,78,8.76,26,6.2,1,1,0,Low Risk,1
